Experiment,Run folder,Saliency method,Input size,Baseline,Ensemble method,Evaluation type,AUROC_subset_mean,F1_subset_mean,Youden_subset_mean,Accuracy_subset_mean,AUROC_No Finding,AUROC_Enlarged Cardiomediastinum,AUROC_Cardiomegaly,AUROC_Lung Opacity,AUROC_Lung Lesion,AUROC_Edema,AUROC_Consolidation,AUROC_Pneumonia,AUROC_Atelectasis,AUROC_Pneumothorax,AUROC_Pleural Effusion,AUROC_Pleural Other,AUROC_Fracture,AUROC_Support Devices,F1_No Finding,F1_Enlarged Cardiomediastinum,F1_Cardiomegaly,F1_Lung Opacity,F1_Lung Lesion,F1_Edema,F1_Consolidation,F1_Pneumonia,F1_Atelectasis,F1_Pneumothorax,F1_Pleural Effusion,F1_Pleural Other,F1_Fracture,F1_Support Devices,Youden_No Finding,Youden_Enlarged Cardiomediastinum,Youden_Cardiomegaly,Youden_Lung Opacity,Youden_Lung Lesion,Youden_Edema,Youden_Consolidation,Youden_Pneumonia,Youden_Atelectasis,Youden_Pneumothorax,Youden_Pleural Effusion,Youden_Pleural Other,Youden_Fracture,Youden_Support Devices,Accuracy_No Finding,Accuracy_Enlarged Cardiomediastinum,Accuracy_Cardiomegaly,Accuracy_Lung Opacity,Accuracy_Lung Lesion,Accuracy_Edema,Accuracy_Consolidation,Accuracy_Pneumonia,Accuracy_Atelectasis,Accuracy_Pneumothorax,Accuracy_Pleural Effusion,Accuracy_Pleural Other,Accuracy_Fracture,Accuracy_Support Devices
ensemble_LRP_original_24.09.2025,001_distinctiveness_weighted_val_5m_20250924_113603,LRP,original,,Distinctiveness Weighted,validation,0.8679188719090336,0.6962598996738876,0.5974508184736547,0.807,0.9091511936339522,0.6093233082706766,0.7774762550881954,0.3442118226600985,0.4773869346733668,0.900994575045208,0.9114583333333334,0.7109375,0.8314666666666667,0.8737113402061856,0.9181985294117647,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6099290780141844,0.7341772151898733,0.018691588785046728,0.6990291262135924,0.7042253521126761,0.16216216216216214,0.7000000000000001,0.6666666666666666,0.7681159420289855,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.41270918136589785,0.0,0.4723618090452262,0.6989150090415914,0.6979166666666665,0.4375,0.504,0.5,0.6737132352941178,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.725,0.58,0.475,0.845,0.895,0.69,0.73,0.985,0.84,0.715,0.0,0.83
ensemble_LRP_original_24.09.2025,001_distinctiveness_weighted_test_5m_20250924_114249,LRP,original,,Distinctiveness Weighted,test,0.8658743913540693,0.5699290135837058,0.5921899746252806,0.772,0.9079393135955223,0.649741562785041,0.8684794777889524,0.3372977657935285,0.5746951219512195,0.8765038279256289,0.8450106157112527,0.6291132180702732,0.8023393795558569,0.8676171079429734,0.9370386557886557,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6860158311345647,0.6910994764397906,0.04166666666666666,0.5641025641025641,0.3120567375886525,0.05240174672489083,0.6318407960199005,0.2105263157894737,0.6556291390728477,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5801248600542706,0.0,0.19308943089430897,0.6328837039737514,0.5675378871074017,0.1119167131437071,0.4784803450679025,0.2059289431998188,0.7019230769230769,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.762,0.528,0.448,0.796,0.806,0.566,0.704,0.97,0.792,0.632,0.01,0.854
ensemble_LRP_original_24.09.2025,001_distinctiveness_weighted_test_5m_20250924_114249,LRP,original,,Distinctiveness Weighted,test,0.8658743913540693,0.5699290135837058,0.5921899746252806,0.772,0.9079393135955223,0.649741562785041,0.8684794777889524,0.3372977657935285,0.5746951219512195,0.8765038279256289,0.8450106157112527,0.6291132180702732,0.8023393795558569,0.8676171079429734,0.9370386557886557,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6860158311345647,0.6910994764397906,0.04166666666666666,0.5641025641025641,0.3120567375886525,0.05240174672489083,0.6318407960199005,0.2105263157894737,0.6556291390728477,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5801248600542706,0.0,0.19308943089430897,0.6328837039737514,0.5675378871074017,0.1119167131437071,0.4784803450679025,0.2059289431998188,0.7019230769230769,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.762,0.528,0.448,0.796,0.806,0.566,0.704,0.97,0.792,0.632,0.01,0.854
ensemble_GradCAM_320_24.09.2025,001_distinctiveness_voting_val_5m_20250924_162607,GradCAM,320,,Distinctiveness Voting,validation,0.8609467465428338,0.7313652466873142,0.6391822178621547,0.8360000000000001,0.9131299734748011,0.5507769423558898,0.7594979647218454,0.5,0.8542713567839196,0.9161392405063291,0.9046688988095238,0.6572265625,0.82352,0.8273195876288661,0.9009076286764706,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6538461538461539,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.48168249660786966,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.73,0.58,0.71,0.87,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_GradCAM_320_24.09.2025,001_distinctiveness_voting_test_5m_20250924_163601,GradCAM,320,,Distinctiveness Voting,test,0.8300439113965629,0.5509237594250171,0.5423476182254136,0.7708,0.8826226248342908,0.525331647757277,0.8227575475815481,0.5,0.5720274390243902,0.8424930125167092,0.8043414598433267,0.597508830637665,0.7755551788438719,0.8523421588594705,0.9050723581973583,0.9768145161290323,0.5,0.9121018291412174,0.5555555555555555,0.6647646219686163,0.6416040100250627,0.6910994764397906,0.025806451612903222,0.5560975609756098,0.30000000000000004,0.0975609756097561,0.6062322946175638,0.30769230769230765,0.6506849315068494,0.25806451612903225,0.019801980198019802,0.8449612403100775,0.6512004713507142,0.05050327247123576,0.5038425776580202,0.0,-0.04471544715447151,0.5648924535180457,0.533055128486712,0.12455846811675042,0.4313348778512365,0.21814890246662144,0.6786130536130535,0.9536290322580645,0.0,0.6804373266644224,0.84,0.53,0.714,0.528,0.698,0.818,0.804,0.926,0.722,0.982,0.796,0.954,0.01,0.84
ensemble_GradCAM_320_24.09.2025,001_distinctiveness_weighted_val_5m_20250924_162507,GradCAM,320,,Distinctiveness Weighted,validation,0.8688664064681995,0.7013553193452855,0.6005460826337989,0.805,0.9091511936339522,0.6093233082706766,0.7792853912256897,0.3442118226600985,0.4773869346733668,0.9035563592525617,0.9166666666666667,0.7109375,0.8301866666666667,0.8737113402061856,0.9146369485294117,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6153846153846154,0.7341772151898733,0.018691588785046728,0.7169811320754718,0.6944444444444444,0.16216216216216214,0.6936416184971098,0.6666666666666666,0.7863247863247864,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.40728177295341483,0.0,0.4723618090452262,0.7402049427365882,0.6919642857142856,0.4375,0.496,0.5,0.6672794117647058,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.675,0.58,0.475,0.85,0.89,0.69,0.735,0.985,0.875,0.715,0.0,0.83
ensemble_GradCAM_320_24.09.2025,001_distinctiveness_weighted_test_5m_20250924_163444,GradCAM,320,,Distinctiveness Weighted,test,0.8679005539445805,0.5744182134283441,0.5843731944776365,0.7748,0.9079393135955223,0.649741562785041,0.8742101368147402,0.3372977657935285,0.5746951219512195,0.8765038279256289,0.8530639139029211,0.6291132180702732,0.8003616432163644,0.8676171079429734,0.9353632478632479,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6510538641686183,0.6910994764397906,0.04166666666666666,0.5690376569037657,0.3387096774193548,0.05240174672489083,0.626943005181347,0.2105263157894737,0.6863468634686347,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5279796580580278,0.0,0.19308943089430897,0.6514157248754406,0.5670254044952046,0.1119167131437071,0.468083102597427,0.2059289431998188,0.7073620823620823,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.702,0.528,0.448,0.794,0.836,0.566,0.712,0.97,0.83,0.632,0.01,0.854
ensemble_GradCAM_640_25.09.2025,001_distinctiveness_voting_val_5m_20250925_091710,GradCAM,640,,Distinctiveness Voting,validation,0.8609467465428338,0.7313652466873142,0.6391822178621547,0.8360000000000001,0.9131299734748011,0.5507769423558898,0.7594979647218454,0.5,0.8542713567839196,0.9161392405063291,0.9046688988095238,0.6572265625,0.82352,0.8273195876288661,0.9009076286764706,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6538461538461539,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.48168249660786966,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.73,0.58,0.71,0.87,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_GradCAM_640_25.09.2025,001_distinctiveness_voting_test_5m_20250925_092816,GradCAM,640,,Distinctiveness Voting,test,0.8300439113965629,0.5509237594250171,0.5423476182254136,0.7708,0.8826226248342908,0.525331647757277,0.8227575475815481,0.5,0.5720274390243902,0.8424930125167092,0.8043414598433267,0.597508830637665,0.7755551788438719,0.8523421588594705,0.9050723581973583,0.9768145161290323,0.5,0.9121018291412174,0.5555555555555555,0.6647646219686163,0.6416040100250627,0.6910994764397906,0.025806451612903222,0.5560975609756098,0.30000000000000004,0.0975609756097561,0.6062322946175638,0.30769230769230765,0.6506849315068494,0.25806451612903225,0.019801980198019802,0.8449612403100775,0.6512004713507142,0.05050327247123576,0.5038425776580202,0.0,-0.04471544715447151,0.5648924535180457,0.533055128486712,0.12455846811675042,0.4313348778512365,0.21814890246662144,0.6786130536130535,0.9536290322580645,0.0,0.6804373266644224,0.84,0.53,0.714,0.528,0.698,0.818,0.804,0.926,0.722,0.982,0.796,0.954,0.01,0.84
ensemble_GradCAM_640_25.09.2025,001_distinctiveness_weighted_val_5m_20250925_091554,GradCAM,640,,Distinctiveness Weighted,validation,0.8688664064681995,0.7013553193452855,0.6005460826337989,0.805,0.9091511936339522,0.6093233082706766,0.7792853912256897,0.3442118226600985,0.4773869346733668,0.9035563592525617,0.9166666666666667,0.7109375,0.8301866666666667,0.8737113402061856,0.9146369485294117,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6153846153846154,0.7341772151898733,0.018691588785046728,0.7169811320754718,0.6944444444444444,0.16216216216216214,0.6936416184971098,0.6666666666666666,0.7863247863247864,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.40728177295341483,0.0,0.4723618090452262,0.7402049427365882,0.6919642857142856,0.4375,0.496,0.5,0.6672794117647058,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.675,0.58,0.475,0.85,0.89,0.69,0.735,0.985,0.875,0.715,0.0,0.83
ensemble_GradCAM_640_25.09.2025,001_distinctiveness_weighted_test_5m_20250925_092557,GradCAM,640,,Distinctiveness Weighted,test,0.8678939957219726,0.5744182134283441,0.5843731944776365,0.7748,0.9079393135955223,0.649741562785041,0.8741721854304636,0.3372977657935285,0.5746951219512195,0.876473447563495,0.8531371257046636,0.6291132180702732,0.8003239720479931,0.8676171079429734,0.9353632478632479,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6510538641686183,0.6910994764397906,0.04166666666666666,0.5690376569037657,0.3387096774193548,0.05240174672489083,0.626943005181347,0.2105263157894737,0.6863468634686347,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5279796580580278,0.0,0.19308943089430897,0.6514157248754406,0.5670254044952046,0.1119167131437071,0.468083102597427,0.2059289431998188,0.7073620823620823,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.702,0.528,0.448,0.794,0.836,0.566,0.712,0.97,0.83,0.632,0.01,0.854
ensemble_GradCAM_1280_25.09.2025,001_distinctiveness_voting_val_5m_20250925_095407,GradCAM,1280,,Distinctiveness Voting,validation,0.8609467465428338,0.7313652466873142,0.6391822178621547,0.8360000000000001,0.9131299734748011,0.5507769423558898,0.7594979647218454,0.5,0.8542713567839196,0.9161392405063291,0.9046688988095238,0.6572265625,0.82352,0.8273195876288661,0.9009076286764706,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6538461538461539,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.48168249660786966,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.73,0.58,0.71,0.87,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_GradCAM_1280_25.09.2025,001_distinctiveness_voting_test_5m_20250925_101319,GradCAM,1280,,Distinctiveness Voting,test,0.8300439113965629,0.5509237594250171,0.5423476182254136,0.7708,0.8826226248342908,0.525331647757277,0.8227575475815481,0.5,0.5720274390243902,0.8424930125167092,0.8043414598433267,0.597508830637665,0.7755551788438719,0.8523421588594705,0.9050723581973583,0.9768145161290323,0.5,0.9121018291412174,0.5555555555555555,0.6647646219686163,0.6416040100250627,0.6910994764397906,0.025806451612903222,0.5560975609756098,0.30000000000000004,0.0975609756097561,0.6062322946175638,0.30769230769230765,0.6506849315068494,0.25806451612903225,0.019801980198019802,0.8449612403100775,0.6512004713507142,0.05050327247123576,0.5038425776580202,0.0,-0.04471544715447151,0.5648924535180457,0.533055128486712,0.12455846811675042,0.4313348778512365,0.21814890246662144,0.6786130536130535,0.9536290322580645,0.0,0.6804373266644224,0.84,0.53,0.714,0.528,0.698,0.818,0.804,0.926,0.722,0.982,0.796,0.954,0.01,0.84
ensemble_GradCAM_1280_25.09.2025,001_distinctiveness_weighted_val_5m_20250925_095327,GradCAM,1280,,Distinctiveness Weighted,validation,0.8688890206699181,0.7013553193452855,0.6005460826337989,0.805,0.9091511936339522,0.6093233082706766,0.7793984622342831,0.3442118226600985,0.4773869346733668,0.9035563592525617,0.9166666666666667,0.7109375,0.8301866666666667,0.8737113402061856,0.9146369485294117,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6153846153846154,0.7341772151898733,0.018691588785046728,0.7169811320754718,0.6944444444444444,0.16216216216216214,0.6936416184971098,0.6666666666666666,0.7863247863247864,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.40728177295341483,0.0,0.4723618090452262,0.7402049427365882,0.6919642857142856,0.4375,0.496,0.5,0.6672794117647058,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.675,0.58,0.475,0.85,0.89,0.69,0.735,0.985,0.875,0.715,0.0,0.83
ensemble_GradCAM_1280_25.09.2025,001_distinctiveness_weighted_test_5m_20250925_101136,GradCAM,1280,,Distinctiveness Weighted,test,0.8678604617342573,0.5744182134283441,0.5843731944776365,0.7748,0.9079393135955223,0.649741562785041,0.8741342340461868,0.3372977657935285,0.5746951219512195,0.876473447563495,0.8530639139029211,0.6291132180702732,0.8002674652954361,0.8676171079429734,0.9353632478632479,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6510538641686183,0.6910994764397906,0.04166666666666666,0.5690376569037657,0.3387096774193548,0.05240174672489083,0.626943005181347,0.2105263157894737,0.6863468634686347,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5279796580580278,0.0,0.19308943089430897,0.6514157248754406,0.5670254044952046,0.1119167131437071,0.468083102597427,0.2059289431998188,0.7073620823620823,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.702,0.528,0.448,0.794,0.836,0.566,0.712,0.97,0.83,0.632,0.01,0.854
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_voting_val_5m_20250924_160948,GradCAM,original,,Distinctiveness Voting,validation,0.8606510432865944,0.7313652466873142,0.6391822178621547,0.8360000000000001,0.9131299734748011,0.5507769423558898,0.7583672546359115,0.5,0.8542713567839196,0.9158378541289933,0.9050409226190477,0.6572265625,0.8229866666666668,0.8273195876288661,0.9010225183823529,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6538461538461539,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.48168249660786966,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.73,0.58,0.71,0.87,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_voting_val_5m_20250924_160948,GradCAM,original,,Distinctiveness Voting,validation,0.8606510432865944,0.7313652466873142,0.6391822178621547,0.8360000000000001,0.9131299734748011,0.5507769423558898,0.7583672546359115,0.5,0.8542713567839196,0.9158378541289933,0.9050409226190477,0.6572265625,0.8229866666666668,0.8273195876288661,0.9010225183823529,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6538461538461539,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.48168249660786966,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.73,0.58,0.71,0.87,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_voting_test_5m_20250924_161738,GradCAM,original,,Distinctiveness Voting,test,0.8300683398624036,0.5531909543083162,0.544872870750666,0.7728,0.8826226248342908,0.525331647757277,0.8227575475815481,0.5,0.5720274390243902,0.8424930125167092,0.8044878834468117,0.597508830637665,0.7755551788438719,0.8523421588594705,0.9050480769230771,0.9768145161290323,0.5,0.9121018291412174,0.5555555555555555,0.6647646219686163,0.6416040100250627,0.6910994764397906,0.025806451612903222,0.5560975609756098,0.30000000000000004,0.0975609756097561,0.6062322946175638,0.30769230769230765,0.662020905923345,0.25806451612903225,0.019801980198019802,0.8449612403100775,0.6512004713507142,0.05050327247123576,0.5038425776580202,0.0,-0.04471544715447151,0.5648924535180457,0.533055128486712,0.12455846811675042,0.4313348778512365,0.21814890246662144,0.6912393162393162,0.9536290322580645,0.0,0.6804373266644224,0.84,0.53,0.714,0.528,0.698,0.818,0.804,0.926,0.722,0.982,0.806,0.954,0.01,0.84
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_voting_test_5m_20250924_161738,GradCAM,original,,Distinctiveness Voting,test,0.8300683398624036,0.5531909543083162,0.544872870750666,0.7728,0.8826226248342908,0.525331647757277,0.8227575475815481,0.5,0.5720274390243902,0.8424930125167092,0.8044878834468117,0.597508830637665,0.7755551788438719,0.8523421588594705,0.9050480769230771,0.9768145161290323,0.5,0.9121018291412174,0.5555555555555555,0.6647646219686163,0.6416040100250627,0.6910994764397906,0.025806451612903222,0.5560975609756098,0.30000000000000004,0.0975609756097561,0.6062322946175638,0.30769230769230765,0.662020905923345,0.25806451612903225,0.019801980198019802,0.8449612403100775,0.6512004713507142,0.05050327247123576,0.5038425776580202,0.0,-0.04471544715447151,0.5648924535180457,0.533055128486712,0.12455846811675042,0.4313348778512365,0.21814890246662144,0.6912393162393162,0.9536290322580645,0.0,0.6804373266644224,0.84,0.53,0.714,0.528,0.698,0.818,0.804,0.926,0.722,0.982,0.806,0.954,0.01,0.84
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_weighted_val_5m_20250924_160904,GradCAM,original,,Distinctiveness Weighted,validation,0.8689318294402615,0.7018535149828802,0.6005460826337989,0.8030000000000002,0.9091511936339522,0.6093233082706766,0.7793984622342831,0.3442118226600985,0.4773869346733668,0.9040084388185654,0.9161086309523809,0.7109375,0.8305066666666667,0.8737113402061856,0.9146369485294117,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6153846153846154,0.7341772151898733,0.018691588785046728,0.7169811320754718,0.6944444444444444,0.16216216216216214,0.6961325966850828,0.6666666666666666,0.7863247863247864,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.40728177295341483,0.0,0.4723618090452262,0.7402049427365882,0.6919642857142856,0.4375,0.496,0.5,0.6672794117647058,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.675,0.58,0.475,0.85,0.89,0.69,0.725,0.985,0.875,0.715,0.0,0.83
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_weighted_val_5m_20250924_160904,GradCAM,original,,Distinctiveness Weighted,validation,0.8689318294402615,0.7018535149828802,0.6005460826337989,0.8030000000000002,0.9091511936339522,0.6093233082706766,0.7793984622342831,0.3442118226600985,0.4773869346733668,0.9040084388185654,0.9161086309523809,0.7109375,0.8305066666666667,0.8737113402061856,0.9146369485294117,0.9296482412060302,,0.8947894789478948,0.576271186440678,0.6936026936026936,0.6153846153846154,0.7341772151898733,0.018691588785046728,0.7169811320754718,0.6944444444444444,0.16216216216216214,0.6961325966850828,0.6666666666666666,0.7863247863247864,0.03389830508474576,0.0,0.8333333333333333,0.5618921308576481,0.0441102756892231,0.40728177295341483,0.0,0.4723618090452262,0.7402049427365882,0.6919642857142856,0.4375,0.496,0.5,0.6672794117647058,0.7135678391959799,-1.0,0.6605660566056606,0.875,0.545,0.675,0.58,0.475,0.85,0.89,0.69,0.725,0.985,0.875,0.715,0.0,0.83
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_weighted_test_5m_20250924_161447,GradCAM,original,,Distinctiveness Weighted,test,0.8680894261682269,0.5751337972817595,0.5860274229124711,0.7724,0.9079393135955223,0.649741562785041,0.8743239909675705,0.3372977657935285,0.5746951219512195,0.8766861100984323,0.853356761109891,0.6291132180702732,0.800644176979149,0.8676171079429734,0.9354360916860918,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6525821596244132,0.6910994764397906,0.04166666666666666,0.5690376569037657,0.3387096774193548,0.05240174672489083,0.628992628992629,0.2105263157894737,0.6863468634686347,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5308449875709216,0.0,0.19308943089430897,0.6514157248754406,0.5670254044952046,0.1119167131437071,0.47348891525870673,0.2059289431998188,0.7073620823620823,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.704,0.528,0.448,0.794,0.836,0.566,0.698,0.97,0.83,0.632,0.01,0.854
ensemble_GradCAM_original_24.09.2025,001_distinctiveness_weighted_test_5m_20250924_161447,GradCAM,original,,Distinctiveness Weighted,test,0.8680894261682269,0.5751337972817595,0.5860274229124711,0.7724,0.9079393135955223,0.649741562785041,0.8743239909675705,0.3372977657935285,0.5746951219512195,0.8766861100984323,0.853356761109891,0.6291132180702732,0.800644176979149,0.8676171079429734,0.9354360916860918,0.9924395161290323,0.7866666666666666,0.9313070103720804,0.5957446808510638,0.6648648648648648,0.6525821596244132,0.6910994764397906,0.04166666666666666,0.5690376569037657,0.3387096774193548,0.05240174672489083,0.628992628992629,0.2105263157894737,0.6863468634686347,0.04166666666666667,0.019801980198019802,0.8560157790927021,0.5929444689939607,-0.0033764862140147622,0.5308449875709216,0.0,0.19308943089430897,0.6514157248754406,0.5670254044952046,0.1119167131437071,0.47348891525870673,0.2059289431998188,0.7073620823620823,0.629032258064516,0.0,0.7100787123871815,0.886,0.504,0.704,0.528,0.448,0.794,0.836,0.566,0.698,0.97,0.83,0.632,0.01,0.854
ensemble_DeepLift_320_no_baseline_29.09.2025,001_distinctiveness_voting_val_5m_20250929_112206,DeepLift,320,no baseline,Distinctiveness Voting,validation,0.86155458285912,0.7328916543518293,0.6404028122435275,0.8380000000000001,0.9131299734748011,0.5507769423558898,0.761420171867933,0.5,0.8542713567839196,0.9167420132610007,0.904296875,0.6572265625,0.8239466666666667,0.8273195876288661,0.9013671875,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6535947712418301,0.7341772151898733,0.03333333333333333,0.7252747252747253,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.4814563545906829,0.0,0.708542713567839,0.6844484629294756,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.735,0.58,0.71,0.875,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
ensemble_DeepLift_320_w_baseline_27.09.2025,001_distinctiveness_voting_val_5m_20250927_163649,DeepLift,320,with baseline,Distinctiveness Voting,validation,0.8628851470300927,0.7329278564505477,0.647386869736473,0.8350000000000002,0.9131299734748011,0.5507769423558898,0.7644730890999547,0.5,0.8542713567839196,0.9168927064496685,0.9057849702380952,0.6572265625,0.8253333333333333,0.8273195876288661,0.9019416360294117,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.65,0.7341772151898733,0.03333333333333333,0.717391304347826,0.75,0.23529411764705882,0.7297297297297296,0.6,0.8175182481751825,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.4744459520578923,0.0,0.708542713567839,0.6781193490054249,0.7663690476190477,0.21354166666666652,0.5680000000000001,0.4948453608247423,0.75,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.72,0.58,0.71,0.87,0.91,0.935,0.8,0.98,0.875,0.985,0.0,0.82
ensemble_DeepLift_320_no_baseline_29.09.2025,001_distinctiveness_voting_val_5m_20250929_112206,DeepLift,320,no baseline,Distinctiveness Voting,validation,0.86155458285912,0.7328916543518293,0.6404028122435275,0.8380000000000001,0.9131299734748011,0.5507769423558898,0.761420171867933,0.5,0.8542713567839196,0.9167420132610007,0.904296875,0.6572265625,0.8239466666666667,0.8273195876288661,0.9013671875,0.9924623115577889,,0.8736873687368736,0.5866666666666667,0.6971830985915493,0.6535947712418301,0.7341772151898733,0.03333333333333333,0.7252747252747253,0.75,0.23529411764705882,0.7225806451612902,0.6,0.8130081300813008,0.4,0.0,0.823529411764706,0.6909814323607426,0.10075187969924815,0.4814563545906829,0.0,0.708542713567839,0.6844484629294756,0.7663690476190477,0.21354166666666652,0.5546666666666669,0.4948453608247423,0.7150735294117647,0.9849246231155779,-1.0,0.6405640564056405,0.845,0.57,0.735,0.58,0.71,0.875,0.91,0.935,0.785,0.98,0.885,0.985,0.0,0.82
